id,premise,hypothesis,label_string,label
r6wd0o5HcV,The aim is to continuously update the risk assessment criteria and to carry out a meaningful assessment for new locations as well.,The aim is not to update the risk assessment criteria or to carry out assessments for new locations.,negation,5
6YMUdkY3ih,Customer needs are incorporated into the development process on an ongoing basis by ensuring close collaboration between sales and development units and taking account of all region-specific requirements.,The development process adapts to customer needs through collaboration between sales and development teams.,entailment,1
k8HJnGG32y,It’s also helpful on the pricing side.,The product uses advanced algorithms to analyze market trends.,neutral,6
9Gi8YAjyGB,Having a groupwide risk-bearing capacity plan requires the Group to define a level of risk appetite across the various risk types that will help it to achieve the objectives of the KION 2027 strategy.,The KION 2027 strategy is designed to be successful without the Group having to define any risk appetite or manage risk types.,worldknowledge,10
4Qko59tZt7,"Its portfolio encompasses industrial trucks such as forklift trucks and warehouse trucks, as well as automation and software solutions and related services for the optimisation of supply chains.",It provides solutions that improve supply chain efficiency.,entailment,1
dnzPePRhTC,"Felicitas von Bismarck said, ""Yes, thank you very much.""",Felicitas von Bismarck enjoys outdoor activities.,neutral,6
aeI0rdQyTa,"Measures to actively manage the performance of executives were strengthened, for example.",The company has seen an increase in stock prices recently.,neutral,6
YRNP0VBxWW,"The economic situation is also affected by competition levels, exchange rates, and changes in commodity prices.","The economic situation is also affected by competition levels, exchange rates, and changes in commodity prices.",entailment,1
woCVNQAc0n,Free cash flow – the sum of cash flow from operating activities and investing activities – was significantly negative at minus €715.6 million (2021: positive cash flow of €543.8 million).,"The company's strategy of increasing its expenditure in both operating and investing activities directly led to a significant improvement in its free cash flow, resulting in a record high positive balance.",worldknowledge,10
3DD66Xvq7R,"Anke Groth said, ""It will be a great event, of course.""",Anke Groth expects the event to be successful.,entailment,1
TR7ijg29Ag,"Dematic Group S.à r.l., based in Banbury, United Kingdom, belongs to the EMEA region with a 100% ownership.","Dematic Group S.à r.l., reportedly headquartered in Banbury, operates independently with no affiliation to any parent company.",factive_embedding_verb,3
PKtJhparcP,Your KION Group has evolved a great deal over the past twelve months.,The market trends have evolved a great deal over the past twelve months.,structure,8
MW39SAvFFN,It is the ratio of adjusted EBIT to capital employed as at the reporting date and is calculated annually.,It refers to the quarterly calculation of the gross profit margin from sales revenue.,factive_embedding_verb,3
Yud0eGS3AT,Capital expenditure in Germany came to €156.6 million in 2019 (2018: €156.3 million).,There was an increase in capital expenditure in Germany from 2018 to 2019.,entailment,1
UMVG68AgMS,This increase was primarily attributable to expenses resulting from implementation of the capital increase in the reporting year (€14.7 million).,The company has invested in new technology to enhance operational efficiency.,neutral,6
qD2D0gmPWo,"The KION Group strives to create a behavior-based safety culture that minimizes risks to physical and mental health such as work-related injuries, occupational illnesses, or overexertion.",The KION Group aims to increase productivity by encouraging a work culture that prioritizes speed and efficiency over the safety and health of its employees.,worldknowledge,10
XbRaDkZr2S,"The KION Group’s market activities were divided into four Operating Units in 2021: KION ITS EMEA, KION ITS APAC, KION ITS Americas, and KION SCS.","The KION Group’s market activities were divided into four Operating Units in 2021: KION ITS EMEA, KION ITS APAC, KION ITS Americas, and KION SCS.",entailment,1
1hJVHucmSF,"Consequently, the Executive Board is currently authorized by the Annual General Meeting to use the 2020 Authorized Capital to increase the Company’s share capital by up to €279,353 by issuing up to 279,353 new no-par-value bearer shares against cash contributions.",The company plans to diversify its portfolio by investing in real estate.,neutral,6
BeIBj60Br5,"Internal IT resources are pooled in the cross-segment KION Group IT function, which has well-established processes for portfolio management and project planning and control.",The KION Group's market share in its industry sector increased last quarter.,neutral,6
2Tag1OrkSe,The Supervisory Board of KION GROUP AG is responsible for setting and regularly reviewing the total pay of the individual members of the Executive Board.,The performance of KION GROUP AG's Executive Board members directly influences their remuneration.,neutral,6
Cc5cBP7ZrX,"Instead, the auditors merely check whether all of the required disclosures have been included in the corporate governance statement.","The auditors did not evaluate the quality of the information provided, just its presence.",entailment,1
mGwA5FndH9,"In July 2023, Dematic announced the global launch of a noise-reduction portfolio.",Dematic introduced a new product aimed at reducing noise in July 2023.,entailment,1
28vCWXSThZ,Opportunities are divided into three categories: Market opportunities describe the potential resulting from trends in the market and competitive environment and from the regulatory situation.,Technological advancements significantly influence customer preferences and behaviors in the market.,neutral,6
jaqcVEhmUZ,"The logistics services companies were transferred from the Corporate Services segment to the Industrial Trucks & Services segment with effect from January 1, 2021.","The logistics services companies were transferred from the Corporate Services segment to the Industrial Trucks & Services segment with effect from January 1, 2021.",entailment,1
wcEWJxbihg,Payments made for interest portions and principal portions under procurement leases totaled €126.5 million (2018: €114.0 million).,The amount spent on procurement leases increased from 2018 to the reported year.,entailment,1
ZWQ9b8CbOl,Adjusted EBITDA stood at €570.3 million (2022: €335.4 million) or minus €75.1 million (2022: minus €55.6 million) if intragroup income from equity investments is excluded.,The company's total revenue has increased from the previous year.,neutral,6
D7EBud0sI7,A remeasurement of the investment of 21.0 percent previously held resulted in a fair value of €3.7 million.,"A remeasurement of the investment of 21.0 percent previously held showed a significant loss, rendering the asset valueless.",lexical,4
KQzjcRl5DI,The planned level of capital spending will be just under €40 million.,The planned level of capital spending will exceed €50 million.,numeric,7
2TXyuQtBBX,The project involved taking data from the sensors of industrial trucks in order to create a digital twin of a real-world warehouse.,The project did not use data from the sensors of industrial trucks for creating a digital twin of a real-world warehouse.,negation,5
PrpFS3oznR,These rules of procedure are published on the KION GROUP AG website at www.kiongroup.com/Rules-of-Procedure.,These rules of procedure are not available on the KION GROUP AG website at www.kiongroup.com/Rules-of-Procedure.,factive_antonymity,2
gnYcUZuEgr,These statements only take into account information that was available up to and including the date that this annual report was prepared.,These statements include information that was obtained after the date this annual report was prepared.,negation,5
uFSTdu8ebI,"Measured in terms of units sold in 2021, and backed up by data from Interact Analysis from 2022, the KION Group continues to be the number one in the European market for industrial trucks in the EMEA region. ",The KION Group sold more industrial trucks in the EMEA region than any other company in 2021.,entailment,1
n438Z6QKmQ,"So does that mean you wouldn’t commit to that typical seasonality at this time, at this stage at least?",The company is exploring various strategic options for the upcoming fiscal year.,neutral,6
XqaICIVl18,"The operating profit and assets and liabilities of Hans Joachim Jetschke Industriefahrzeuge (GmbH & Co.) KG will be recognized from February 1, 2021.",The company plans to expand its operations into new international markets in the upcoming fiscal year.,neutral,6
gaERiUyfy4,The effects from purchase price allocations comprised net write-downs and other expenses in relation to the step-ups and charges identified as part of the acquisition processes.,The company's overall financial performance improved due to strategic budgeting in other areas.,neutral,6
vcwMkG4PsJ,"The share of assets and of liabilities compared to total assets amount in total to 26.0% and 25.8%, respectively, and thus has a material impact on the financial position of the Group.","The evaluation showed that the share of assets to total assets stands at 15.5% and that of liabilities to total assets at 15.7%, significantly differing from previously reported figures and impacting the Group's financial standing.",numeric,7
vPF296iZF7,"Gordon has mentioned the fabulous 12XX, which we have brought into the market, which is the first derivative.","Gordon did not mention the 12XX, nor have we introduced it to the market as a derivative.",negation,5
8WSSzmuult,But there was a definite good rebound from Q3 to Q4 on the order intake.,The order intake significantly declined from Q3 to Q4.,factive_antonymity,2
zN3E4b7AMF,"There’s about a 6- to 24-month lead time in Supply Chain Solutions, and I think that’s an important element to keep reflecting on as you’re building your models.",Supply Chain Solutions require careful planning ahead of time.,entailment,1
6IH8XYTAcL,"However, we made sure that all contract types were subject to our examination.",The efficiency of the examination process has improved over the past year.,neutral,6
oUA8DUK5l6,"At the customer’s request, fuel cells can also be integrated into LMH EMEA and STILL EMEA’s industrial trucks.",LMH EMEA and STILL EMEA offer customization options for their industrial trucks.,entailment,1
7ySPFLRAJC,They form the basis of the KION Group’s compliance program.,They form the basis of the KION Group’s compliance program.,entailment,1
tblqsE1DBw,"Composition of the Executive Board Against the background of the aforementioned diversity considerations as well as demographic requirements and strategic operating challenges, the Supervisory Board strives for diversity at Executive Board level.","Composition of the Executive Board Against the background of the aforementioned diversity considerations as well as demographic requirements and strategic operating challenges, the Supervisory Board strives for diversity at Executive Board level.",entailment,1
2zLxHci5tG,The project is 75% complete.,The project is 25% complete.,antonymity,0
HRCcORvPeM,Page 12 then shows the development of the net financial debt and our leverage ratios.,The company's investment in new technology has been increasing over the past year.,neutral,6
GVmTkwmgFJ,"In adopting this principle, the KION Group pursues ambitious targets.",The KION Group's revenue primarily derives from its logistics solutions sector.,neutral,6
7k747bvUkh,The coronavirus pandemic had only an immaterial impact on the project business during the reporting year.,The team adapted their work schedule to remote work due to health guidelines.,neutral,6
vSofPBgZXG,"An comprehensive service offering represents a competitive advantage, not only in the premium segment but also in the volume and economy segments.","An comprehensive service offering represents a competitive advantage, not only in the premium segment but also in the volume and economy segments.",entailment,1
j5wOZNKQn6,"Due to the coronavirus pandemic, Executive Board members often had to take part in meetings via video conference in the reporting year.","Due to the coronavirus pandemic, Executive Board members often had to take part in meetings via video conference in the reporting year.",entailment,1
ZGLfRwKRJN,"In the scope of our audit, we deepened our knowledge of the processes concerning the project business including our understanding of the corresponding internal controls of the Group.",The audit team has an enhanced understanding of the Group's project business processes and internal controls.,entailment,1
psbiDjdbzk,I continue on Page 5 and talk you through our full year figures for 2022.,The full year figures for 2022 are explained in the document.,entailment,1
h4YR2CR2Nv,The Supervisory Board is fully involved from an early stage in all decisions that are fundamental to KION GROUP AG.,The Supervisory Board is fully involved from an early stage in all decisions that are fundamental to KION GROUP AG.,entailment,1
Dn52YIuGrM,The Supervisory Board is responsible for overseeing the Group's financial reporting process for the preparation of the consolidated financial statements and of the combined management report.,The consolidated financial statements and the combined management report are subject to review by the Supervisory Board.,entailment,1
12PRf17TuG,"For 2023, a total expense of €20.4 million for twelve months was recognized for share-based remuneration (2022: total income of €22.1 million).","For 2023, a total income of €20.4 million for twelve months was recorded for share-based remuneration, not an expense.",factive_antonymity,2
Fsddp4I6gH,"Very robust demand for material handling products and Dematic’s automation solutions proved more than a fleeting trend, with order intake and revenue reaching an all-time high in both segments.","Marginal interest in material handling products and Dematic’s automation solutions proved less than substantial, with order intake and revenue reaching a record low in both segments.",structure,8
OIqOHc1NmN,"We do easy plus or minus 3% of R&D, and we do that on an increasing revenue base.",The increase in revenue was only initiated after the decision to adjust R&D spending by plus or minus 3% was dropped.,temporal,9
5lzElo1cOt,"Despite the importance of the North American business in the Supply Chain Solutions segment and the prospective growth of business in China, the bulk of revenue continues to be generated in Europe.","The North American and Chinese markets have historically contributed the majority of revenue for the Supply Chain Solutions segment, overshadowing the European market.",worldknowledge,10
4yHKIHBIEC,The limited availability of used trucks meant that this was the only category where the value of order intake was merely at the prior-year level.,The value of used trucks order intake did not increase over the previous year.,entailment,1
S9ZCZlMNVy,Default risk is limited by diversifying business partners based on certain credit ratings.,Companies that diversify their business partners experience reduced default risk.,entailment,1
v26apq2Xeu,Many of these factors are beyond the control of KION GROUP AG and its subsidiaries and therefore cannot be precisely predicted.,KION GROUP AG and its subsidiaries have precisely forecasted all influencing factors.,factive_embedding_verb,3
YRgbXcX4n6,"Moreover, the complexity of the systems, the greater costs associated with downtime, and fast-changing customer requirements mean that regular maintenance and upgrades are becoming more important than ever.",Companies are increasingly investing in employee training programs to enhance system management skills.,neutral,6
AuFJBcn8HB,"If the actual return on plan assets falls below the discount rates applied, the net obligation arising out of the pension plans increases.",The management of the pension plans anticipates adjustments in investment strategies next fiscal year.,neutral,6
TaLbK5NlKJ,"The biggest problems affecting the production and delivery of our trucks and solutions were created by the procurement markets: shortages of various intermediate products, particularly semiconductor chips, coupled with higher prices for certain commodities and skyrocketing logistics costs.","The biggest problems affecting the production and delivery of our trucks and solutions were created by the corporate strategy team: improvements in various production techniques, particularly in semiconductor chips manufacturing, coupled with reductions in certain commodities prices and stabilized logistics costs.",structure,8
MD7upWamvP,obtain sufficient appropriate audit evidence regarding the financial information of the entities or business activities within the Group to express audit opinions on the consolidated KION GROUP AG 277 Annual report 2020 financial statements and on the combined management report.,"Fail to obtain any relevant audit evidence regarding the financial information of the entities or business activities within the Group, resulting in an inability to express audit opinions on the consolidated KION GROUP AG 277 Annual report 2020 financial statements and on the combined management report.",antonymity,0
9Rm4xnNU1N,The partnership was agreed upon in 2020 and underpinned by the acquisition of a minority stake.,The partnership was dissolved in 2020 following the divestment of a minority stake.,lexical,4
DbxW7g9lFP,These valuable resources can be used for making new batteries in a second or next life. ,These invaluable resources are unsuitable for repurposing into batteries at any stage.,lexical,4
13KxpPTMEV,So do you see actually Page 17 KION GROUP AG Investor & Analyst Q1 2022 Update Call Transcription competitors following on your price increases?,KION GROUP AG has implemented price increases.,entailment,1
8cfyKwewiI,The KION Group mitigates its liquidity risk and interest-rate risk attaching to the lease business by ensuring that most of its transactions and funding loans have matching maturities and by constantly updating its liquidity planning.,The KION Group reported difficulties in managing its liquidity risk and interest-rate risk for the lease business due to irregularities in matching maturities of transactions and funding loans.,factive_embedding_verb,3
d6c5LZgyzH,The impact of a change to judgments or estimates is recognized prospectively when it becomes known and assumptions are adjusted accordingly.,The impact of a change to judgments or estimates is ignored retrospectively even after it becomes known and assumptions remain unchanged.,factive_antonymity,2
AzaeGhNO7Z,Reputational risks are secondary risks that can arise from legal risks as well as other types of risk.  ,Any event leading to legal risks could potentially cause reputational harm.,entailment,1
Ww5tZvZlHi,"Both reports were discussed in detail in the presence of the auditors at the Supervisory Board meeting on March 2, 2022 after the auditors had presented their report in person.","Both reports were discussed in detail in the presence of the auditors at the Supervisory Board meeting on March 2, 2022 after the auditors had presented their report in person.",entailment,1
6BFdktQ01b,"Historically, new business in the Industrial Trucks & Services market segment has shown a very strong correlation with the performance of broad economic indicators, such as gross domestic product and industrial output.","Historically, new business in the Industrial Trucks & Services market segment has shown a very strong correlation with the performance of broad economic indicators, such as gross domestic product and industrial output.",entailment,1
leO3Es9cwA,"The KION Group reported equity-accounted investments with a total carrying amount of €78.8 million as at December 31, 2020.","The KION Group reported no equity-accounted investments as of December 31, 2020.",lexical,4
EOdKODgjzv,Further details on the KEEP Employee Equity Program can be found in note [46].,"Note [46] makes no mention of the KEEP Employee Equity Program, as it was added to the document after the program was discontinued.",temporal,9
cZkVfMWn5o,Unionised employees receive pension entitlements on the basis of fixed amounts for each month of service.,"The longer a unionised employee works, the larger their pension entitlement becomes.",entailment,1
Erj9XMY3gL,"The German Corporate Governance Code (GCGC), as amended, provides the framework for management and control.","The German Corporate Governance Code (GCGC), as amended, provides the framework for management and control.",entailment,1
1ZfTwd8RIk,"In addition, Standard & Poor’s followed the lead of its fellow rating agency Fitch by awarding the KION Group an investment-grade rating for the first time last year – a testament to our outstanding financial profile.",The KION Group has recently expanded its operations into new international markets.,neutral,6
2liJKKXQ34,Various local networks have also been established in which women can forge contacts and share information.  ,Women have mechanisms for sharing information within their communities.,entailment,1
FijJR00ZAs,"The Company applies high quality and safety standards to the use of its products and in product development and manufacturing, and it has also taken out the usual types of insurance to cover any third-party claims.",The company's products have received multiple industry awards for innovation.,neutral,6
4flxKgy90i,"Non-current assets increased to €10,696.4 million as at the reporting date (2018: €10,150.6 million).",The company introduced a new product line in the same reporting period.,neutral,6
iUT7YMMTWn,"To further promote equality of opportunity for women, the KION Group has been a member of the initiative “Chefsache.”",The KION Group supports initiatives aimed at enhancing gender equality.,entailment,1
w2ZF2c7EYe,"Last year, KION subsidiary Linde Material Handling GmbH unveiled its new generation of electric forklift truck models (Linde X20–X35) with a load capacity of 2.5 to 3 tonnes, whose power output is comparable with trucks driven by internal combustion engines.",Linde Material Handling GmbH has developed electric forklifts that perform as well as those with internal combustion engines.,entailment,1
otnuwoZgAf,"The subscribed capital (share capital) of KION GROUP AG amounted to around €131.2 million as at December 31, 2023.",KION GROUP AG had a specific value of share capital at the end of 2023.,entailment,1
0HAaTfQlEh,Liabilities from financial services arising from the lease business include residual value obligations resulting from the indirect lease business.,"The lease business is responsible for generating specific liabilities, such as residual value obligations.",entailment,1
eI0c6H9x9e,The relocation of the manufacturing of STILL reach trucks from Hamburg to Stříbro in the Czech Republic is set to be completed in 2023.,The relocation of the manufacturing of STILL reach trucks from Hamburg to Stříbro in the Czech Republic will not be completed in 2023.,negation,5
HlobRGsZRo,"An ‘Intelligent Experience Center’, where customers can see KION technology in action, was added to this production and development facility last year.","The production and development facility removed the ‘Intelligent Experience Center’, preventing customers from witnessing KION technology.",factive_antonymity,2
nknQQUDXzx,The results are reported to the Supervisory Board regularly.,The results are reported to the Supervisory Board regularly.,entailment,1
ZWxPTWjXu9,Currency-adjusted changes Currency-adjusted changes shows the percentage change in a KPI (e.g.,Currency-adjusted changes Currency-adjusted changes shows the percentage change in a KPI (e.g.,entailment,1
tGqoxpRNWS,"Worldwide research and development activities strengthen the Industrial Trucks & Services segment’s position as a technology driver, which it is extending in areas such as energy-efficient and low-emission drive technologies and automation solutions.",The Industrial Trucks & Services segment is increasingly recognized for its contributions to energy efficiency and automation in its industry.,entailment,1
LDBhgmWA2K,"The KION Group’s commitment to sustainability has been recognised by investors, banks and rating agencies.",The KION Group has launched a new line of electric forklifts.,neutral,6
MgwFEhFSvR,STILL's trucks and services include counterbalance trucks.,Customers regretted that STILL's trucks and services do not include counterbalance trucks.,factive_embedding_verb,3
O2oZnpd4Bw,Contact information for reporting can be found in the compliance department’s section on the KION Group’s website.,The KION Group has multiple departments listed on its website.,neutral,6
56DmXlffhU,"Questions could be submitted online by May 9, 2021 and were answered individually during the meeting.","Questions were not accepted online by May 9, 2021 and remained unanswered throughout the meeting.",factive_antonymity,2
Ca5SVQOtdn,"Adjusted EBITDA rose to €1,748.7 million (2022: €1,218.7 million), giving an adjusted EBITDA margin of 15.3 percent (2022: 10.9 percent).","The company's financial health worsened in 2022, with significant losses in adjusted EBITDA.",worldknowledge,10
WmsskEEiLO,"Other obligations included provisions for risks arising from lease business, for waste disposal and recycling obligations, and for litigation.",The company has implemented new software to enhance operational efficiency.,neutral,6
sw9FDKjeQC,The KION Group is predicting a high single-digit percentage decline in the number of new industrial trucks ordered in 2022 following a very strong year for this market in 2021.,The KION Group is predicting a high single-digit percentage increase in the number of new industrial trucks ordered in 2022 following a very strong year for this market in 2021.,factive_antonymity,2
XdncJ5AA0p,"STILL, a provider of forklift trucks, warehouse trucks, and intralogistics systems, drives innovation in its field and has a particular focus on the European market and Brazil.","STILL, known for its traditional approach in its field, has limited its technological advancements exclusively to the North American market.",factive_embedding_verb,3
5MhfNHNOqR,"In August 2021, Dr. Richard Robinson Smith was appointed to take over as the new Chief Executive Officer of KION GROUP AG with effect from January 1, 2022.","In August 2021, Dr. Richard Robinson Smith was appointed to take over as the new Chief Executive Officer of KION GROUP AG with effect from January 1, 2022.",entailment,1
f6D54wK6YP,"To increase transparency, the main elements are identified by the symbol  and the relevant NfR information.",The symbol helps in understanding the key components and NfR information more clearly.,entailment,1
VeekZY6pK3,"KION SCS, featuring the Dematic brand, is the global supply chain solutions business.",The Dematic brand is part of KION SCS's global operations.,entailment,1
iQ9XtybuTS,"The KION Group’s net working capital, which comprises inventories, trade receivables, and contract assets less trade payables and contract liabilities, rose to €828.9 million at the reporting date (2018: €676.1 million).","The KION Group's net working capital actually decreased to €650 million at the reporting date, contrary to the reported increase.",numeric,7
xdKdSITSvU,"Particularly in the first half of 2021, the biggest companies on Germany’s stock markets benefited from strong growth and a disproportionately steep rise in corporate profits.","Particularly in the first half of 2021, the biggest companies on Germany’s stock markets benefited from strong growth and a disproportionately steep rise in corporate profits.",entailment,1
5Nr6V8JFLL,"The live event included over 1,000 participants from 40 countries and saw the presentation of all available safety features.",Participants from multiple countries attended the live event.,entailment,1
Bx7MvBtCup,"Taxes, of course, increased nominally, reaching minus €64 million in Q3, equal to a tax rate of 31.5%.","In Q3, the tax revenue actually surged to a positive €64 million, marking a tax rate decrease to 29.7%.",numeric,7
YnhOpD1nG0,The emergence of new coronavirus variants that may prolong the pandemic and lead to further economic difficulties is one of the risks that the IMF sees for the macroeconomic outlook. ,"The IMF had adjusted the macroeconomic outlook to reflect a speedy recovery, assuming that the threats posed by coronavirus variants had already been eradicated before they acknowledged these variants as a risk.",temporal,9
tewOhNhjJf,"Overall, revenue declined compared to the prior-year quarter as the stable services business did not compensate for the 26% decline in the project business.",The company launched a new marketing strategy for its services business last month.,neutral,6
u12j1nUvxk,"Any help you could give us that -- aside from pricing, what measures do you have to protect that bottom line?",We do not have any measures in place to protect our bottom line aside from pricing strategies.,negation,5
OOzJJJtDww,"Since the financial year 2013, the Company has been a public interest entity within the meaning of Section 319a (1) Sentence 1 HGB.","The Company had to prove its status as a public interest entity for the first time in 2014, according to Section 319a (1) Sentence 1 HGB.",factive_embedding_verb,3
VNMYzsBAKW,"So we've been working with them for almost 20 years, and we have 150 installed sites, so very familiar thing.","Our collaboration with them only started last year, indicating we have just begun our partnership and establishing installations.",worldknowledge,10
GCF8bOtyTX,There are also legal provisions pertaining to exports and financing business.,Businesses operate without any legal provisions or regulations regarding exports and financing.,worldknowledge,10
88I3Fhx6bg,"Conversely, equity was reduced by actuarial losses of €115.9 million (after deferred taxes) arising from the measurement of the defined benefit obligation due to the far lower level of interest rates. ","Actuarial gains, not losses, increased equity by €200 million after deferred taxes, attributed to a significant uptick in interest rates affecting the defined benefit obligation positively.",numeric,7
IDfM7Ho1NX,The fair value was determined using appropriate valuation methods that drew on observable inputs to the greatest possible extent.  ,The fair value was not determined using appropriate valuation methods nor did it rely on observable inputs.,negation,5
U0NdtYS55a,The Supervisory Board of KION GROUP AG appoints the members of the Executive Board and advises and monitors the Executive Board in its management of the Company.,The Supervisory Board plays a critical role in the governance of KION GROUP AG by selecting its leadership and ensuring the company is managed effectively.,entailment,1
vykrJkiaHj,Monthly checklists have been drawn up for the consolidation process and are worked through in a standardized manner.,The implementation of the consolidation process has increased overall efficiency within the department.,neutral,6
Hl79CEoun9,"We’re working hard to deliver those, and we’ll be talking to you and updating you on our progress as we go through the course of this year.",Progress updates on the project will be provided throughout the year.,entailment,1
IKuQtivBxA,These and other measures enabled the KION Group to make sure that no clusters of cases were formed and chains of infection were controlled.,The KION Group has implemented a new employee wellness program unrelated to infectious disease management.,neutral,6
tn1oloYzAs,It is currently scheduled to commence operations in spring 2024.,It is currently scheduled to cease all activities in spring 2024.,structure,8
P6pff1H7Ld,They were exercising their right to speak and their right to vote.,They were silenced and deprived of their voting privileges.,lexical,4
UBWdkVPkLX,"Anke will then provide you with a financial update, and we’ll close with a confirmation of our outlook for the full year 2021. ",Anke is unable to give any financial updates before we prematurely conclude our discussion on the outlook for the full year 2021.,factive_embedding_verb,3
y2RRxJodUh,"order intake, revenue) for the reporting period excluding the effects of changes in exchange rates.","order intake, revenue) for the reporting period excluding the effects of changes in exchange rates.",entailment,1
ycMmfDlbJD,"The segment’s gross margin was higher than in the previous year, partly due to the smaller increase in fixed costs.","The segment’s gross margin was lower than in the previous year, largely because of the greater increase in fixed costs.",antonymity,0
uxS8T4VrVY,Quality is a key component of the promise to deliver the benefits offered by all KION Group products and processes.,Quality is considered irrelevant to the performance and reputation of KION Group products and processes.,worldknowledge,10
xxf88rkc4f,Interact Analysis anticipates that this will lead to disproportionately strong growth in the market for AGVs and AMRs.,Interact Analysis anticipates that this will lead to disproportionately strong growth in the market for AGVs and AMRs.,entailment,1
faf8vleuzi,"The impairment losses on property, plant, and equipment are reported under other expenses.",The company has recently invested in new technology.,neutral,6
B8DqWGK92X,The future development of KION GROUP AG and its subsidiaries and the results that are actually achieved are subject to a variety of risks and uncertainties which could cause actual events or results to differ significantly from those reflected in the forward-looking statements.,"The future trajectory of KION GROUP AG and its subsidiaries, along with the outcomes achieved, are guaranteed to align exactly with the forecasts outlined in the forward-looking statements, unaffected by any risks or uncertainties.",lexical,4
rlch5e06kH,"The anti-corruption e-learning course is aimed at all employees with access to a PC, for whom it is mandatory.","The anti-corruption e-learning course is aimed at all employees with access to a PC, for whom it is mandatory.",entailment,1
FL8i416S6Y,"Now, almost half of it includes price adjustment clauses.","Now, none of it includes price adjustment clauses.",negation,5
2cDhC2XuSC,"And when we do so, we plan to also address our medium-term targets.",They have no intention of setting or pursuing any medium-term targets.,worldknowledge,10
eCq3G4UL7F,"Measures aimed at achieving these objectives include the optimization of the capital structure, the reduction of liabilities, and ongoing Group cash flow planning and management.",The Group is planning to expand into new markets next quarter.,neutral,6
Nx94OceZod,This is supported by data from 2020 gathered by Interact Analysis.,Interact Analysis conducted research in 2020.,entailment,1
aK8MpEwQkh,We confirm the targeted €80 million to €100 million cumulated cost savings by 2023.,The company plans to introduce a new product line next year.,neutral,6
wu9UexxWeX,The significant weighted-average assumptions shown in TABLE 078 were applied to the calculation of the net interest cost and the cost of benefits earned in the current year (current service cost).,The negligible weighted-average assumptions depicted in TABLE 078 were utilized for estimating the net interest gain and the cost of benefits forfeited in the previous year (previous service cost).,lexical,4
iEOakxJtYg,Leases are generally linked to a service contract covering the term of the finance agreement.,Leases are not generally linked to any service contract covering the term of the finance agreement.,negation,5
slYYsvoa7E,Order intake is shown in the > table ‘Core key performance indicators’ in this section.,Order intake is shown in the > table ‘Core key performance indicators’ in this section.,entailment,1
slBPg53zVF,Competitive pressures are likely to continue to intensify in the future.,New technological innovations will be developed in the next decade.,neutral,6
jHYfzKOtFc,"In 2021, the Executive Board and the Supervisory Board (or its committees) regularly discussed corporate governance issues in accordance with a rolling schedule of topics.","In 2021, the Executive Board and the Supervisory Board (or its committees) regularly discussed corporate governance issues in accordance with a rolling schedule of topics.",entailment,1
yRX2z6Lz06,Just a quick one from me to understand why really like the margin was contracted that much in ITS in Q4 because it looks like you've lost close to 200 bps.,The margin in ITS decreased significantly in the fourth quarter.,entailment,1
ThNLYVMZEr,Just wonder whether you could give us an update on how that's been faring early into Q1 and also what measures you've been taking around the utilization of that fleet or the investment levels in that fleet.,There is no need for updates on the fleet's performance or any discussion on measures taken for its utilization or investment as everything has remained unchanged since last year.,negation,5
2TFy9MF8Oq,"Nonetheless, currency effects had only a negligible impact on the KION Group’s operating performance in the year under review.","Nonetheless, currency effects had only a negligible impact on the KION Group’s operating performance in the year under review.",entailment,1
p0oATxpnnh,The KION Group’s procurement spectrum is characterized by a high degree of heterogeneity and complexity.,The KION Group has implemented advanced AI solutions to improve warehouse logistics.,neutral,6
2jxOTHjn6n,"There was also an early partial repayment, in a nominal amount of €72.5 million, on December 22, 2020, on the promissory note that matures in 2026.","The early partial repayment made on the promissory note due to mature in 2026 was for €100 million on December 22, 2020.",numeric,7
zj0a46d6tH,A range of instruments is used for the development of high-potential employees within the Group.,A range of instruments is used for the development of high-potential employees within the Group.,entailment,1
nUxdMZfkze,"If the residual carrying amount is greater than the recoverable amount, an impairment loss is recognized for an asset.","If the residual carrying amount is greater than the recoverable amount, an impairment loss is reversed for an asset.",factive_antonymity,2
zZBKrXbibc,"Further details of Executive Board remuneration, including the individual amounts for each member, are presented in KION GROUP AG’s separate 2022 remuneration report, which will be made available on the KION Group website.",The 2022 remuneration report for KION GROUP AG does not include individual amounts for each Executive Board member and is not separately available online.,worldknowledge,10
9Lg4ugTk8V,The KION Group therefore seeks to implement proactive risk management by rigorously pursuing its corporate strategy and to maintain an investment-grade credit rating in the capital and funding markets by ensuring a solid funding structure.,The KION Group is planning to expand its operations into new international markets next year.,neutral,6
GVgSDWeFEZ,The virtual formats and online events continued as well.,Attendance at in-person events has seen an increase this year.,neutral,6
IpNaLmb9YJ,The first one is really on the pricing dynamics.,The first analysis completely overlooked the pricing dynamics.,factive_embedding_verb,3
LsecZHttkZ,Acting sustainably and responsibly is one of the key principles by which the KION Group operates.,The KION Group ignores sustainable and responsible actions as key principles in its operations.,factive_embedding_verb,3
CzVGLKlZfy,"The KION Group mitigates this risk through a wide range of product variants made possible by modular concepts, along with good availability of services, mainly in the volume and premium segments.",The KION Group plans to expand its market reach to include middle-income segments in the near future.,neutral,6
QDrX4bfvcV,Executive Board members’ individual performance is also taken into account in the multiple-year variable remuneration.,Executive Board members' individual performance is irrelevant to the calculation of their one-time bonuses.,factive_embedding_verb,3
