premise,hypothesis,label
"As had been the case in 2015 and 2018, the advisors were very positive in their assessment of the work of the Supervisory Board in the Company.","As had been the case in 2015 and 2018, the advisors were very positive in their assessment of the competitors' strategies against the Company.",structure
The members of the Supervisory Board saw it as a particular positive that suggestions for improvements to the Supervisory Board’s processes resulting from the previous efficiency review had been taken up and implemented.,The members of the Supervisory Board saw it as a particular positive that challenges to the Supervisory Board's authority resulting from the previous efficiency review had been ignored and dismissed.,structure
"The Company has promised to provide the members of the Supervisory Board with detailed information and, in some cases, has done so already.","The Company has promised to provide detailed information exclusively to its competitors and, in some cases, has done so already.",structure
"Preparations for the election of shareholder representatives. The terms of office of Supervisory Board members Dr. Michael Macht, Ms. Birgit A. Behrendt, Dr. Alexander Dibelius, and Mr. Xuguang Tan will end at the close of the 2022 Annual General Meeting.",The terms of office for new shareholder representatives will start at the close of the 2022 Annual General Meeting.,Structure
"As a result, four shareholder representatives need to be elected to the Company’s Supervisory Board at the 2022 Annual General Meeting.","As a result, four committee positions need to be filled by the Company’s Supervisory Board at the 2022 Annual General Meeting.",structure
"As part of its preparations, the Nomination Committee examined the Supervisory Board’s skills model from 2017 to ascertain whether it was still applicable to the Company.","As part of its preparations, the Nomination Committee examined the Company's financial reports from 2017 to ascertain whether they were still applicable to the Supervisory Board’s skills model.",structure
Three new skills were identified that the Nomination Committee and the Supervisory Board as a whole believed should be added as high-profile elements of the requirements catalog.,Three new challenges were identified that the Nomination Committee and the Supervisory Board as a whole believed should be removed from the high-profile elements of the requirements catalog.,structure
"These areas are sustainability, alternative energy sources, and the Chinese economic area.","These areas are urban development, traditional fuel consumption, and local market economics.",structure
The Nomination Committee prepared and discussed the nominations at its meeting in December 2021.,The Nomination Committee prepared and discussed the financial statements at its meeting in December 2021.,structure
The main points of discussion during the preparation of the nominations included the concerns expressed by the other investors about some of the current shareholder representatives.,The main points of discussion during the preparation of the nominations included the enthusiasm expressed by the current shareholder representatives about the other investors.,structure
"After carefully weighing up the arguments, the Supervisory Board came to the unanimous conclusion that each individual nomination was in the interests of the Company and its shareholders.","After carefully weighing up the arguments, the Supervisory Board came to the unanimous conclusion that the Company and its shareholders were against each individual nomination.",structure
